Item Number,Derived Item,Is New,Added On,Is Deleted,Deleted On,MBS Fee,CPI Rate,CPI MBS Fee
45589,,Yes,01-11-2021,Yes,15-09-2021,651.5,0,651.5
45590,,-,-,-,-,483.25,13.1408,546.75
45593,,-,-,-,-,567.65,13.1408,642.24
45596,,-,-,-,-,900.45,13.1408,1018.78
45597,,-,-,-,-,1205.4,13.1408,1363.8
45599,,-,-,-,-,936.55,13.1408,1059.62
45602,,-,-,-,-,699.45,13.1408,791.36
45605,,-,-,-,-,587.6,13.1408,664.82
45608,,-,-,-,-,827.3,13.1408,936.01
45611,,-,-,-,-,473.75,13.1408,536.01
45614,,-,-,-,-,587.6,13.1408,664.82
45617,,-,-,-,-,235.05,13.1408,265.94
45620,,-,-,-,-,326.05,13.1408,368.9
45623,,-,-,-,-,723.05,13.1408,818.07
45624,,-,-,-,-,937.4,13.1408,1060.58
45625,,-,-,-,-,187.55,13.1408,212.2
45626,,-,-,-,-,326.05,13.1408,368.9
45627,,Yes,01-11-2019,-,-,336.2,2.5,344.61
45629,,-,-,-,-,473.75,13.1408,536.01
45632,,-,-,-,-,511.95,13.1408,579.22
45635,,-,-,-,-,587.6,13.1408,664.82
45638,,-,-,Yes,01-01-2019,1014.05,13.1408,1147.3
45639,,-,-,Yes,01-01-2019,1014.05,13.1408,1147.3
45641,,-,-,-,-,1083.05,2.5,1110.13
45644,,-,-,-,-,1279.45,13.1408,1447.58
45645,,-,-,-,-,223.6,13.1408,252.98
45646,,-,-,-,-,900.45,13.1408,1018.78
45647,,-,-,-,-,1279.45,13.1408,1447.58
45650,,-,-,-,-,147.8,13.1408,167.22
45652,,-,-,-,-,356.35,13.1408,403.18
45653,,-,-,-,-,356.35,13.1408,403.18
45656,,-,-,-,-,502.25,13.1408,568.25
45658,,Yes,01-03-2021,-,-,542.4,0,542.4
45659,,-,-,-,-,521.25,13.1408,589.75
45660,,-,-,-,-,2878.75,13.1408,3257.04
45661,,-,-,-,-,1279.45,13.1408,1447.58
45662,,-,-,-,-,701.3,13.1408,793.46
45665,,-,-,-,-,326.05,13.1408,368.9
45668,,-,-,-,-,326.05,13.1408,368.9
45669,,-,-,-,-,326.05,13.1408,368.9
45671,,-,-,-,-,834.05,13.1408,943.65
45674,,-,-,-,-,242.55,13.1408,274.42
45675,,-,-,-,-,483.25,13.1408,546.75
45676,,-,-,-,-,575.3,13.1408,650.9
45677,,-,-,-,-,541.35,13.1408,612.49
45680,,-,-,-,-,676.8,13.1408,765.74
45683,,-,-,-,-,751.85,13.1408,850.65
45686,,-,-,-,-,887.5,13.1408,1004.12
45689,,-,-,-,-,261.75,13.1408,296.15
45692,,-,-,-,-,300.75,13.1408,340.27
45695,,-,-,-,-,488.75,13.1408,552.98
45698,,-,-,-,-,458.75,13.1408,519.03
45701,,-,-,-,-,827.3,13.1408,936.01
45704,,-,-,-,-,300.75,13.1408,340.27
45707,,-,-,-,-,781.95,13.1408,884.71
45710,,-,-,-,-,488.75,13.1408,552.98
45713,,-,-,-,-,556.6,13.1408,629.74
45714,,-,-,-,-,781.95,13.1408,884.71
45716,,-,-,-,-,781.95,13.1408,884.71
45720,,-,-,-,-,966.8,13.1408,1093.85
45723,,-,-,-,-,1090.35,13.1408,1233.63
45726,,-,-,-,-,1232.05,13.1408,1393.95
45729,,-,-,-,-,1383.65,13.1408,1565.47
45731,,-,-,-,-,1402.7,13.1408,1587.03
45732,,-,-,-,-,1579.2,13.1408,1786.72
45735,,-,-,-,-,1611.05,13.1408,1822.75
45738,,-,-,-,-,1812.4,13.1408,2050.56
45741,,-,-,-,-,1772.3,13.1408,2005.19
45744,,-,-,-,-,1992.7,13.1408,2254.56
45747,,-,-,-,-,1933.55,13.1408,2187.63
45752,,-,-,-,-,2165.75,13.1408,2450.35
45753,,-,-,-,-,2178.6,13.1408,2464.89
45754,,-,-,-,-,2611.6,13.1408,2954.79
45755,,-,-,-,-,367.75,13.1408,416.08
45758,,-,-,-,-,658.05,13.1408,744.52
45761,,-,-,-,-,748.65,13.1408,847.03
45767,,-,-,-,-,2511.65,13.1408,2841.7
45770,,-,-,-,-,1923.9,13.1408,2176.72
45773,,-,-,-,-,1753.4,13.1408,1983.81
45776,,-,-,-,-,1753.4,13.1408,1983.81
45779,,-,-,-,-,1289.15,13.1408,1458.55
45782,,-,-,-,-,985.7,13.1408,1115.23
45785,,-,-,-,-,1668.1,13.1408,1887.3
45788,,-,-,-,-,1649.1,13.1408,1865.8
45791,,-,-,-,-,890.85,13.1408,1007.91
45794,,-,-,-,-,503.85,13.1408,570.06
45797,,-,-,-,-,186.5,13.1408,211.01
45799,,-,-,-,-,29.45,13.1408,33.32
45801,,-,-,-,-,126.9,13.1408,143.58
45803,,-,-,-,-,326.05,13.1408,368.9
45805,,-,-,-,-,172.5,13.1408,195.17
45807,,-,-,-,-,246.5,13.1408,278.89
45809,,-,-,-,-,371.5,13.1408,420.32
45811,,-,-,-,-,502.25,13.1408,568.25
45813,,-,-,-,-,587.6,13.1408,664.82
45815,,-,-,-,-,356.35,13.1408,403.18
45817,,-,-,-,-,464.5,13.1408,525.54
45819,,-,-,-,-,587.55,13.1408,664.76
45821,,-,-,-,-,380.8,13.1408,430.84
45823,,-,-,-,-,108.9,13.1408,123.21
45825,,-,-,-,-,338.35,13.1408,382.81
45827,,-,-,-,-,323.4,13.1408,365.9
45829,,-,-,-,-,246.7,13.1408,279.12
45831,,-,-,-,-,323.4,13.1408,365.9
45833,,-,-,-,-,406.05,13.1408,459.41
45835,,-,-,-,-,503.85,13.1408,570.06
45837,,-,-,-,-,586.5,13.1408,663.57
45839,,-,-,-,-,586.5,13.1408,663.57
45841,,-,-,-,-,473.65,13.1408,535.89
45843,,-,-,-,-,290.5,13.1408,328.67
45845,,-,-,-,-,503.85,13.1408,570.06
45847,,-,-,-,-,186.5,13.1408,211.01
45849,,-,-,-,-,580.9,13.1408,657.23
45851,,-,-,-,-,142.95,13.1408,161.74
45853,,-,-,-,-,890.85,13.1408,1007.91
45855,,-,-,-,-,408.7,13.1408,462.41
45857,,-,-,-,-,653.8,13.1408,739.72
45859,,-,-,-,-,329.6,13.1408,372.91
45861,,-,-,-,-,872.3,13.1408,986.93
45863,,-,-,-,-,967,13.1408,1094.07
45865,,-,-,-,-,290.5,13.1408,328.67
45867,,-,-,-,-,312.3,13.1408,353.34
45869,,-,-,-,-,1188.2,13.1408,1344.34
45871,,-,-,-,-,1338.45,13.1408,1514.33
45873,,-,-,-,-,1504.05,13.1408,1701.69
45875,,-,-,-,-,470.7,13.1408,532.55
45877,,-,-,-,-,470.7,13.1408,532.55
45879,,-,-,-,-,312.3,13.1408,353.34
45882,,-,-,-,-,43,13.1408,48.65
45885,,-,-,-,-,443.7,13.1408,502.01
45888,,-,-,-,-,413.55,13.1408,467.89
45891,,-,-,-,-,602.45,13.1408,681.62
45894,,-,-,-,-,204.7,13.1408,231.6
45897,,-,-,-,-,1069.1,13.1408,1209.59
45900,,-,-,-,-,241.15,13.1408,272.84
45939,,-,-,-,-,447.1,13.1408,505.85
45945,,-,-,-,-,118.7,13.1408,134.3
45975,,-,-,-,-,129.2,13.1408,146.18
45978,,-,-,-,-,157.85,13.1408,178.59
45981,,-,-,-,-,85.65,13.1408,96.91
45984,,-,-,-,-,616.65,13.1408,697.68
45987,,-,-,-,-,616.65,13.1408,697.68
45990,,-,-,-,-,842.25,13.1408,952.93
45993,,-,-,-,-,842.25,13.1408,952.93
45996,,-,-,-,-,238.8,13.1408,270.18
46300,,-,-,-,-,422.55,0,422.55
46303,,-,-,-,-,547.85,0,547.85
46306,,-,-,Yes,01-07-2021,526.5,0,526.5
46307,,-,-,Yes,01-07-2021,526.5,0,526.5
46308,,Yes,01-07-2021,-,-,547.8,0,547.8
46309,,-,-,-,-,526.5,13.1408,595.69
46312,,-,-,-,-,676.95,13.1408,765.91
46315,,-,-,-,-,902.55,13.1408,1021.15
46318,,-,-,-,-,1128.25,13.1408,1276.51
46321,,-,-,-,-,1353.9,13.1408,1531.81
46322,,Yes,01-07-2021,-,-,821.8,0,821.8
46324,,-,-,-,-,958.55,0,958.55
46325,,-,-,-,-,958.55,0,958.55
46327,,-,-,Yes,01-07-2021,203.15,0,203.15
46330,,-,-,-,-,346.1,13.1408,391.58
46333,,-,-,-,-,564.05,13.1408,638.17
46335,,Yes,01-07-2021,-,-,485.1,0,485.1
46336,,-,-,-,-,263.3,13.1408,297.9
46339,,-,-,-,-,466.2,13.1408,527.46
46340,,Yes,01-07-2021,-,-,412.35,0,412.35
46341,,Yes,01-07-2021,-,-,264.45,0,264.45
46342,,-,-,-,-,466.2,13.1408,527.46
46345,,-,-,-,-,564.05,13.1408,638.17
46348,,-,-,-,-,244.45,13.1408,276.57
46351,,-,-,-,-,364.8,13.1408,412.74
46354,,-,-,-,-,488.85,13.1408,553.09
46357,,-,-,-,-,609.2,13.1408,689.25
46360,,-,-,-,-,733.35,13.1408,829.72
46363,,-,-,-,-,210.6,13.1408,238.27
46364,,Yes,01-07-2021,-,-,485.1,0,485.1
46365,,Yes,01-07-2021,-,-,273.95,0,273.95
46366,,-,-,Yes,01-07-2021,127.9,0,127.9
46367,,Yes,01-07-2021,-,-,413.7,0,413.7
46369,,-,-,Yes,01-07-2021,210.6,0,210.6
46370,,Yes,01-07-2021,-,-,133.1,0,133.1
46372,,-,-,-,-,427.95,13.1408,484.19
46375,,-,-,-,-,507.7,13.1408,574.42
46378,,-,-,-,-,676.95,13.1408,765.91
46379,,Yes,01-07-2021,-,-,887.4,0,887.4
46380,,Yes,01-07-2021,-,-,1118.05,0,1118.05
46381,,-,-,-,-,300.8,13.1408,340.33
46384,,-,-,-,-,300.8,13.1408,340.33
46387,,-,-,-,-,620.6,13.1408,702.15
46390,,-,-,-,-,827.5,13.1408,936.24
46393,,-,-,-,-,959,13.1408,1085.02
46394,,Yes,01-07-2021,-,-,1243.45,0,1243.45
46395,,Yes,01-07-2021,-,-,1549.55,0,1549.55
46396,,-,-,Yes,01-07-2021,329.6,0,329.6
46399,,-,-,-,-,517.8,13.1408,585.84
46401,,Yes,01-07-2021,-,-,432.45,0,432.45
46402,,-,-,Yes,01-07-2021,517.8,0,517.8
46405,,-,-,Yes,01-07-2021,631.9,0,631.9
46408,,-,-,-,-,692,13.1408,782.93
46411,,-,-,-,-,406.15,13.1408,459.52
46414,,-,-,-,-,526.4,13.1408,595.57
46417,,-,-,-,-,488.85,13.1408,553.09
46420,,-,-,-,-,204.6,13.1408,231.49
46423,,-,-,-,-,327.15,13.1408,370.14
46426,,-,-,-,-,338.4,13.1408,382.87
46429,,-,-,Yes,01-07-2021,413.65,0,413.65
46432,,-,-,-,-,587.1,0,587.1
46434,,Yes,01-07-2021,-,-,505.8,0,505.8
46435,,-,-,Yes,01-07-2021,526.5,0,526.5
46438,,-,-,-,-,135.45,13.1408,153.25
46441,,-,-,-,-,327.15,13.1408,370.14
46442,,-,-,-,-,280.85,13.1408,317.76
46444,,-,-,-,-,488.85,13.1408,553.09
46447,,-,-,Yes,01-07-2021,609.2,0,609.2
46450,,-,-,-,-,225.7,13.1408,255.36
46453,,-,-,-,-,376.1,13.1408,425.52
46456,,-,-,-,-,97.8,13.1408,110.65
46459,,-,-,Yes,01-07-2021,188.05,0,188.05
46462,,-,-,Yes,01-07-2021,300.8,0,300.8
46464,,-,-,-,-,225.7,13.1408,255.36
46465,,-,-,-,-,225.7,13.1408,255.36
46468,,-,-,-,-,394.9,13.1408,446.79
46471,,-,-,-,-,564.05,13.1408,638.17
46474,,-,-,-,-,733.35,13.1408,829.72
46477,,-,-,-,-,902.55,13.1408,1021.15
46480,,-,-,-,-,376.1,13.1408,425.52
46483,,-,-,-,-,300.8,13.1408,340.33
46486,,-,-,-,-,225.7,13.1408,255.36
46489,,-,-,-,-,263.3,13.1408,297.9
46492,,-,-,-,-,361.05,13.1408,408.49
46493,,Yes,01-07-2021,-,-,342.9,0,342.9
46494,,-,-,Yes,01-07-2021,219.95,0,219.95
46495,,-,-,-,-,203.15,13.1408,229.85
46498,,-,-,-,-,219.95,13.1408,248.85
46500,,-,-,-,-,263.3,13.1408,297.9
46501,,-,-,-,-,329.2,13.1408,372.46
46502,,-,-,-,-,410.9,0,410.9
46503,,-,-,-,-,378.4,13.1408,428.13
46504,,-,-,-,-,1105.55,13.1408,1250.83
46507,,-,-,-,-,1560.75,0,1560.75
46510,,-,-,-,-,351,13.1408,397.12
46513,,-,-,-,-,56.5,13.1408,63.92
46516,,-,-,Yes,01-07-2021,112.85,0,112.85
46519,,-,-,-,-,141.25,13.1408,159.81
46522,,-,-,-,-,421.2,13.1408,476.55
46525,,-,-,-,-,56.5,13.1408,63.92
46528,,-,-,-,-,169.5,13.1408,191.77
46531,,-,-,-,-,85.15,13.1408,96.34
46534,,-,-,-,-,235.5,13.1408,266.45
47000,,-,-,-,-,70.65,13.1408,79.93
47003,,-,-,-,-,84.8,13.1408,95.94
47006,,-,-,Yes,01-07-2021,170.25,0,170.25
47007,,Yes,01-07-2021,-,-,367.35,0,367.35
47009,,-,-,-,-,169.5,13.1408,191.77
47012,,-,-,-,-,338.85,13.1408,383.38
47015,,-,-,-,-,84.8,13.1408,95.94
47018,,-,-,-,-,197.6,13.1408,223.57
47021,,-,-,-,-,263.6,13.1408,298.24
47024,,-,-,-,-,197.6,13.1408,223.57
47027,,-,-,-,-,676.05,0,676.05
47030,,-,-,-,-,197.6,13.1408,223.57
47033,,-,-,-,-,676.05,0,676.05
47036,,-,-,Yes,01-07-2021,84.8,0,84.8
47039,,-,-,Yes,01-07-2021,112.85,0,112.85
47042,,-,-,-,-,112.85,13.1408,127.68
47045,,-,-,-,-,438.55,0,438.55
47047,,Yes,01-07-2021,-,-,337.95,0,337.95
47048,,-,-,Yes,01-07-2021,324.8,0,324.8
47049,,Yes,01-07-2021,-,-,450.5,0,450.5
47051,,-,-,Yes,01-07-2021,432.95,0,432.95
47052,,Yes,01-07-2021,-,-,439.35,0,439.35
47053,,Yes,01-07-2021,-,-,585.65,0,585.65
47054,,-,-,-,-,324.8,13.1408,367.48
47057,,-,-,-,-,127,13.1408,143.69
47060,,-,-,-,-,169.5,13.1408,191.77
47063,,-,-,-,-,254.2,13.1408,287.6
47066,,-,-,-,-,338.85,13.1408,383.38
47069,,-,-,-,-,70.65,13.1408,79.93
47072,,-,-,Yes,01-07-2021,94,0,94
47301,,-,-,-,-,86.8,13.1408,98.21
47304,,-,-,-,-,98.9,13.1408,111.9
47307,,-,-,-,-,200,13.1408,226.28
47310,,-,-,-,-,330,13.1408,373.36
47313,,-,-,-,-,320,13.1408,362.05
47316,,-,-,-,-,635,13.1408,718.44
47319,,-,-,-,-,650,13.1408,735.41
47348,,-,-,-,-,94,13.1408,106.35
47351,,-,-,-,-,235.5,13.1408,266.45
47354,,-,-,-,-,169.5,13.1408,191.77
47357,,-,-,-,-,376.55,13.1408,426.03
47361,,-,-,-,-,131.85,13.1408,149.18
47362,,-,-,-,-,197.6,13.1408,223.57
47364,,-,-,-,-,280,13.1408,316.79
47367,,-,-,-,-,223.6,13.1408,252.98
47370,,-,-,-,-,406,13.1408,459.35
47373,,-,-,-,-,290,13.1408,328.11
47378,,-,-,Yes,01-07-2021,169.5,0,169.5
47381,,-,-,-,-,254.2,13.1408,287.6
47384,,-,-,-,-,338.85,13.1408,383.38
47385,,-,-,-,-,291.75,13.1408,330.09
47386,,-,-,-,-,470.7,13.1408,532.55
47387,,-,-,-,-,272.95,13.1408,308.82
47390,,-,-,-,-,409.55,13.1408,463.37
47393,,-,-,-,-,546,13.1408,617.75
47396,,-,-,-,-,188.2,13.1408,212.93
47399,,-,-,-,-,376.55,13.1408,426.03
47402,,-,-,-,-,282.35,13.1408,319.45
47405,,-,-,-,-,188.2,13.1408,212.93
47408,,-,-,-,-,376.55,13.1408,426.03
47411,,-,-,-,-,112.85,13.1408,127.68
47414,,-,-,-,-,226,13.1408,255.7
47417,,-,-,-,-,263.6,13.1408,298.24
47420,,-,-,-,-,517.8,13.1408,585.84
47423,,-,-,-,-,216.5,13.1408,244.95
47426,,-,-,-,-,324.8,13.1408,367.48
47429,,-,-,-,-,432.95,13.1408,489.84
47432,,-,-,-,-,541.3,13.1408,612.43
47435,,-,-,-,-,414.25,13.1408,468.69
47438,,-,-,-,-,659.15,13.1408,745.77
47441,,-,-,-,-,823.75,13.1408,932
47444,,-,-,-,-,226,13.1408,255.7
47447,,-,-,-,-,338.85,13.1408,383.38
47450,,-,-,-,-,451.95,13.1408,511.34
47451,,-,-,-,-,544.8,13.1408,616.39
47453,,-,-,-,-,263.6,13.1408,298.24
47456,,-,-,-,-,395.5,13.1408,447.47
47459,,-,-,-,-,527.25,13.1408,596.53
47462,,-,-,-,-,112.85,13.1408,127.68
47465,,-,-,-,-,538.8,0,538.8
47466,,-,-,-,-,112.85,13.1408,127.68
47467,,-,-,-,-,226,13.1408,255.7
47468,,-,-,-,-,432.95,13.1408,489.84
47471,,-,-,-,-,43,13.1408,48.65
47474,,-,-,-,-,188.2,13.1408,212.93
47477,,-,-,-,-,235.5,13.1408,266.45
47480,,-,-,-,-,470.7,13.1408,532.55
47483,,-,-,-,-,564.85,13.1408,639.08
47486,,-,-,-,-,941.45,13.1408,1065.16
47489,,-,-,-,-,1412.2,13.1408,1597.77
47491,,Yes,01-07-2021,-,-,1616.3,0,1616.3
47492,,-,-,Yes,01-07-2021,235.5,0,235.5
47495,,-,-,-,-,470.7,13.1408,532.55
47498,,-,-,-,-,706.05,13.1408,798.83
47501,,-,-,-,-,941.45,13.1408,1065.16
47504,,-,-,Yes,01-07-2021,1412.2,0,1412.2
47507,,-,-,Yes,01-07-2021,1412.2,0,1412.2
47510,,-,-,Yes,01-07-2021,1412.2,0,1412.2
47511,,Yes,01-07-2021,-,-,1469.4,0,1469.4
47513,,-,-,Yes,01-07-2021,376.55,0,376.55
47514,,Yes,01-07-2021,-,-,857.15,0,857.15
47516,,-,-,-,-,432.95,13.1408,489.84
47519,,-,-,-,-,866.2,13.1408,980.03
47522,,-,-,Yes,01-07-2021,753.25,0,753.25
47525,,-,-,Yes,01-07-2021,866.2,0,866.2
47528,,-,-,-,-,753.25,13.1408,852.23
47531,,-,-,-,-,960.25,13.1408,1086.43
47534,,-,-,-,-,1082.7,13.1408,1224.98
47537,,-,-,-,-,432.95,13.1408,489.84
47540,,-,-,-,-,216.5,13.1408,244.95
47543,,-,-,-,-,226,13.1408,255.7
47546,,-,-,-,-,338.85,13.1408,383.38
47549,,-,-,-,-,560.05,0,560.05
47552,,-,-,-,-,376.55,13.1408,426.03
47555,,-,-,-,-,564.85,13.1408,639.08
47558,,-,-,-,-,1038.4,0,1038.4
47559,,Yes,01-07-2021,-,-,795.25,0,795.25
47561,,-,-,-,-,272.95,13.1408,308.82
47564,,-,-,Yes,01-07-2021,409.55,0,409.55
47565,,-,-,-,-,712.4,13.1408,806.02
47566,,-,-,-,-,908.05,13.1408,1027.38
47567,,-,-,Yes,01-07-2021,475.35,0,475.35
47568,,Yes,01-07-2021,-,-,426.15,0,426.15
47570,,-,-,-,-,546,13.1408,617.75
47573,,-,-,-,-,682.55,13.1408,772.24
47576,,-,-,Yes,01-07-2021,112.85,0,112.85
47579,,-,-,-,-,160.05,13.1408,181.08
47582,,-,-,-,-,440.95,0,440.95
47585,,-,-,-,-,455.85,0,455.85
47588,,-,-,-,-,1317.8,13.1408,1490.97
47591,,-,-,-,-,1600.65,13.1408,1810.99
47592,,Yes,01-07-2021,-,-,339.2,0,339.2
47593,,Yes,01-07-2021,-,-,830.3,0,830.3
47594,,-,-,Yes,01-07-2021,216.5,0,216.5
47595,,Yes,01-07-2021,-,-,167.6,0,167.6
47597,,-,-,-,-,324.8,13.1408,367.48
47600,,-,-,-,-,587.75,0,587.75
47603,,-,-,-,-,741.25,0,741.25
47606,,-,-,Yes,01-07-2021,235.5,0,235.5
47609,,-,-,Yes,01-07-2021,353.05,0,353.05
47612,,-,-,-,-,409.55,13.1408,463.37
47615,,-,-,-,-,470.7,13.1408,532.55
47618,,-,-,-,-,588.45,13.1408,665.78
47621,,-,-,-,-,409.55,13.1408,463.37
47624,,-,-,-,-,564.85,13.1408,639.08
47627,,-,-,Yes,01-07-2021,160.05,0,160.05
47630,,-,-,-,-,338.85,13.1408,383.38
47633,,-,-,Yes,01-07-2021,112.85,0,112.85
47636,,-,-,Yes,01-07-2021,169.5,0,169.5
47637,,Yes,01-07-2021,-,-,199.6,0,199.6
47639,,-,-,-,-,226,13.1408,255.7
47642,,-,-,Yes,01-07-2021,150.75,0,150.75
47645,,-,-,Yes,01-07-2021,226,0,226
47648,,-,-,-,-,301.05,13.1408,340.61
47651,,-,-,Yes,01-07-2021,235.5,0,235.5
47654,,-,-,Yes,01-07-2021,353.05,0,353.05
47657,,-,-,-,-,470.7,13.1408,532.55
47663,,-,-,-,-,141.25,13.1408,159.81
47666,,-,-,-,-,235.5,13.1408,266.45
47672,,-,-,-,-,112.85,13.1408,127.68
47678,,-,-,-,-,169.5,13.1408,191.77
47681,,-,-,Yes,01-01-2019,43,13.1408,48.65
47684,,-,-,Yes,01-01-2019,753.25,13.1408,852.23
47687,,-,-,Yes,01-01-2019,1317.8,13.1408,1490.97
47690,,-,-,Yes,01-01-2019,1035.55,13.1408,1171.63
47693,,-,-,Yes,01-01-2019,1317.8,13.1408,1490.97
47696,,-,-,Yes,01-01-2019,376.55,13.1408,426.03
47699,,-,-,Yes,01-01-2019,1506.45,13.1408,1704.41
47702,,-,-,Yes,01-01-2019,1882.95,13.1408,2130.38
47703,,-,-,Yes,01-01-2019,43,13.1408,48.65
47705,,-,-,Yes,01-01-2019,282.35,13.1408,319.45
47708,,-,-,Yes,01-01-2019,216.5,13.1408,244.95
47711,,-,-,Yes,01-01-2019,320.15,13.1408,362.22
47714,,-,-,Yes,01-01-2019,240.05,13.1408,271.59
47717,,-,-,Yes,01-01-2019,423.75,13.1408,479.43
47720,,-,-,Yes,01-01-2019,423.75,13.1408,479.43
47723,,-,-,Yes,01-01-2019,423.75,13.1408,479.43
47726,,-,-,Yes,01-07-2021,141.25,0,141.25
47729,,-,-,Yes,01-07-2021,235.5,0,235.5
47732,,-,-,Yes,01-07-2021,376.55,0,376.55
47735,,-,-,-,-,43.05,13.1408,48.71
47738,,-,-,-,-,235.5,13.1408,266.45
47741,,-,-,-,-,480.35,13.1408,543.47
47753,,-,-,-,-,406.65,13.1408,460.09
47756,,-,-,-,-,406.65,13.1408,460.09
47762,,-,-,-,-,238.8,13.1408,270.18
47765,,-,-,-,-,392.1,13.1408,443.63
47768,,-,-,-,-,480.35,13.1408,543.47
47771,,-,-,-,-,551.85,13.1408,624.37
47774,,-,-,-,-,435.65,13.1408,492.9
47777,,-,-,-,-,435.65,13.1408,492.9
47780,,-,-,-,-,566.35,13.1408,640.77
47783,,-,-,-,-,566.35,13.1408,640.77
47786,,-,-,-,-,718.75,13.1408,813.2
47789,,-,-,-,-,718.75,13.1408,813.2
47790,,Yes,01-11-2022,-,-,298.45,0,298.45
47791,,Yes,01-11-2022,-,-,278.65,0,278.65
47792,,Yes,01-11-2022,-,-,497.6,0,497.6
47900,,-,-,-,-,169.5,13.1408,191.77
47903,,-,-,-,-,235.5,13.1408,266.45
47904,,-,-,-,-,56.5,13.1408,63.92
47906,,-,-,-,-,112.85,13.1408,127.68
47912,,-,-,Yes,01-07-2021,56.5,0,56.5
47915,,-,-,-,-,169.5,13.1408,191.77
47916,,-,-,-,-,85.15,13.1408,96.34
47918,,-,-,-,-,235.5,13.1408,266.45
47920,,-,-,Yes,01-07-2021,380.8,0,380.8
47921,,-,-,-,-,112.85,13.1408,127.68
47924,,-,-,-,-,37.65,13.1408,42.6
47927,,-,-,-,-,141.25,13.1408,159.81
47929,,Yes,01-07-2021,-,-,391.8,0,391.8
47930,,-,-,Yes,01-07-2021,263.6,0,263.6
47933,,-,-,Yes,01-07-2021,207,0,207
47936,,-,-,Yes,01-07-2021,254.2,0,254.2
47948,,-,-,Yes,01-07-2021,160.05,0,160.05
47951,,-,-,Yes,01-07-2021,188.2,0,188.2
47953,,Yes,01-07-2021,-,-,450.5,0,450.5
47954,,-,-,-,-,376.55,13.1408,426.03
47955,,Yes,01-07-2021,-,-,678.05,0,678.05
47956,,Yes,01-07-2021,-,-,1017.05,0,1017.05
47957,,-,-,Yes,01-07-2021,282.35,0,282.35
47960,,-,-,-,-,131.85,13.1408,149.18
47963,,-,-,Yes,01-07-2021,216.5,0,216.5
47964,,Yes,01-07-2021,-,-,225.25,0,225.25
47966,,-,-,Yes,01-07-2021,432.95,0,432.95
47967,,Yes,01-07-2021,-,-,450.5,0,450.5
47969,,-,-,Yes,01-07-2021,263.6,0,263.6
47972,,-,-,Yes,01-07-2021,210.6,0,210.6
47975,,-,-,-,-,369.15,13.1408,417.66
47978,,-,-,-,-,224.2,13.1408,253.66
47981,,-,-,-,-,150.55,13.1408,170.33
47982,,-,-,-,-,364.9,13.1408,412.85
47983,,Yes,01-07-2021,-,-,901.3,0,901.3
47984,,Yes,01-07-2021,-,-,901.3,0,901.3
48200,,-,-,Yes,01-07-2021,753.25,0,753.25
48203,,-,-,Yes,01-07-2021,913.25,0,913.25
48206,,-,-,Yes,01-07-2021,565.45,0,565.45
48209,,-,-,Yes,01-07-2021,724.95,0,724.95
48212,,-,-,Yes,01-07-2021,565.45,0,565.45
48215,,-,-,Yes,01-07-2021,724.95,0,724.95
48218,,-,-,Yes,01-07-2021,565.45,0,565.45
48221,,-,-,Yes,01-07-2021,753.25,0,753.25
48224,,-,-,Yes,01-07-2021,376.55,0,376.55
48227,,-,-,Yes,01-07-2021,489.55,0,489.55
48230,,-,-,Yes,01-07-2021,423.75,0,423.75
48233,,-,-,Yes,01-07-2021,611.9,0,611.9
48236,,-,-,Yes,01-07-2021,800.2,0,800.2
48239,,-,-,Yes,01-07-2021,442.45,0,442.45
48242,,-,-,Yes,01-07-2021,611.9,0,611.9
48245,,Yes,01-07-2021,-,-,325.45,0,325.45
48248,,Yes,01-07-2021,-,-,504,0,504
48251,,Yes,01-07-2021,-,-,414.75,0,414.75
48254,,Yes,01-07-2021,-,-,950.25,0,950.25
48257,,Yes,01-07-2021,-,-,414.75,0,414.75
48400,,-,-,-,-,329.6,13.1408,372.91
48403,,-,-,-,-,517.8,13.1408,585.84
48406,,-,-,-,-,329.6,13.1408,372.91
48409,,-,-,-,-,517.8,13.1408,585.84
48412,,-,-,-,-,630.65,13.1408,713.52
48415,,-,-,-,-,800.2,13.1408,905.35
48418,,-,-,Yes,01-07-2021,630.65,0,630.65
48419,,Yes,01-07-2021,-,-,656.2,0,656.2
48420,,Yes,01-07-2021,-,-,832.65,0,832.65
48421,,-,-,-,-,956.3,0,956.3
48422,,Yes,01-07-2021,-,-,950.25,0,950.25
48423,,Yes,01-07-2021,-,-,783.8,0,783.8
48424,,-,-,-,-,753.25,13.1408,852.23
48426,,Yes,01-07-2021,-,-,950.25,0,950.25
48427,,-,-,-,-,913.25,13.1408,1033.26
48430,,Yes,01-07-2021,-,-,279.2,0,279.2
48433,,Yes,01-07-2021,-,-,1111.9,0,1111.9
48435,,Yes,01-07-2021,-,-,587.75,0,587.75
48500,,-,-,Yes,01-07-2021,329.6,0,329.6
48503,,-,-,Yes,01-07-2021,329.6,0,329.6
48506,,-,-,Yes,01-07-2021,489.55,0,489.55
48507,,Yes,01-07-2021,-,-,381.05,0,381.05
48509,,-,-,-,-,342.9,0,342.9
48512,,-,-,-,-,894.4,13.1408,1011.93
48600,,-,-,Yes,01-01-2019,94,13.1408,106.35
48603,,-,-,Yes,01-01-2019,141.25,13.1408,159.81
48606,,-,-,Yes,01-01-2019,1317.8,13.1408,1490.97
